__run_id,__done,Algorithm,Language,GPT,Repetitions,avg_cpu,avg_mem,avg_disk_io,run_time(s),total_energy(J),monsoon_run_time(s),average_power(W)
run_18,DONE,fasta,py,False,19,49.533,4.099,0,14.88011003,60.843559,14.86525416,4.093004949
run_19,DONE,fasta,py,False,20,49.711,4.079,0,15.15706682,61.42366,15.15958548,4.051803428
run_20,DONE,fasta,py,False,21,49.1,4.036,0,15.38632822,62.265233,15.38213873,4.047891758
run_21,DONE,fasta,py,False,22,49.733,4.07,0,14.94976878,60.836765,14.95789409,4.067201184
run_22,DONE,fasta,py,False,23,47.689,4.015,0,15.18028212,61.448187000000004,15.16620827,4.051651265
run_23,DONE,fasta,py,False,24,49.933,4.089,0,14.75020599,60.636901,14.75411296,4.109830307
run_24,DONE,fasta,py,False,25,47.167,4.013,0,15.16926312,61.090466000000006,15.16349411,4.028785566
run_25,DONE,fasta,py,False,26,49.7,4.111,0,15.01521087,61.812748,15.02953696,4.112751339
run_26,DONE,fasta,py,False,27,47.5,3.994,0,15.4135251,62.57312900000001,15.38986659,4.065865558
run_27,DONE,fasta,py,False,28,49.311,4.023,0,15.21665883,62.304801,15.21259141,4.095607315
run_28,DONE,fasta,py,False,29,46.056,4.002,0,15.28643513,62.171751,15.27878523,4.06915536
run_29,DONE,fasta,py,False,30,47.056,4.023,0,14.86172175,60.836769,14.85661101,4.094929086
run_30,DONE,fasta,py,True,1,31.333,3.69,0,9.54531002,36.712794,9.522639751,3.855316949
run_31,DONE,fasta,py,True,2,32.64,3.702,0,8.460688829,32.308073,8.459779739,3.81902059
run_32,DONE,fasta,py,True,3,31.25,3.678,0,9.45697093,36.61622,9.453989744,3.873097099
run_33,DONE,fasta,py,True,4,29.917,3.682,0,9.37980485,35.811569,9.387648582,3.814753912
run_34,DONE,fasta,py,True,5,29.45,3.682,0,9.502594948,36.043538,9.490591764,3.797817753
run_35,DONE,fasta,py,True,6,32.64,3.71,0,8.478451252,33.385408,8.477118254,3.938296823
run_36,DONE,fasta,py,True,7,34.14,3.706,0,8.252280712,31.928237,8.252916336,3.868721762
run_37,DONE,fasta,py,True,8,32.68,3.697,0,8.476499081,32.887384999999995,8.477574587,3.879338908
run_38,DONE,fasta,py,True,9,32.54,3.707,0,8.475971699,32.674887,8.470259905,3.857601517
run_39,DONE,fasta,py,True,10,28.317,3.688,0,9.679194927,36.690461,9.656603813,3.799520202
run_40,DONE,fasta,py,True,11,33.56,3.708,0,8.470349073,32.4869,8.457505226,3.841191882
run_41,DONE,fasta,py,True,12,31.733,3.681,0,9.390544176,36.062884000000004,9.397004366,3.837700052
run_42,DONE,fasta,py,True,13,32.9,3.698,0,8.453801155,32.622945,8.456320286,3.857817988
run_43,DONE,fasta,py,True,14,32.633,3.681,0,9.915728092,37.497847,9.911259651,3.783358362
run_44,DONE,fasta,py,True,15,32.54,3.7,0,8.322614908,32.378863,8.32326436,3.890163907
run_45,DONE,fasta,py,True,16,29.05,3.687,0,9.619703054,36.686738000000005,9.615269661,3.815466377
run_46,DONE,fasta,py,True,17,28.817,3.68,0,9.748982668,36.931754999999995,9.742649317,3.790730175
run_47,DONE,fasta,py,True,18,32.72,3.708,0,8.04842329,31.440954,8.040663958,3.910243478
run_48,DONE,fasta,py,True,19,28.4,3.697,0,9.876377106,37.547898,9.86162138,3.807477133
run_49,DONE,fasta,py,True,20,30.45,3.676,0,9.394062042,36.298174,9.378600359,3.870318839
run_50,DONE,fasta,py,True,21,33.22,3.707,0,8.26738596,31.891846,8.268743515,3.856915607
run_51,DONE,fasta,py,True,22,32.717,3.701,0,9.574064732,36.491711,9.590626717,3.804934955
run_52,DONE,fasta,py,True,23,32.94,3.71,0,8.054255009,31.831974,8.041218042,3.958601024
run_53,DONE,fasta,py,True,24,28.633,3.688,0,9.776202917,36.926282,9.779664278,3.775823061
run_54,DONE,fasta,py,True,25,32.283,3.704,0,9.645590067,36.641247,9.631880999,3.804163214
run_55,DONE,fasta,py,True,26,33.42,3.708,0,8.505016804,33.310902000000006,8.520014048,3.909723885
run_56,DONE,fasta,py,True,27,32.52,3.709,0,8.460773945,32.411508999999995,8.451311588,3.835086289
run_57,DONE,fasta,py,True,28,28.517,3.681,0,9.554035902,36.475856,9.552413464,3.818496391
run_58,DONE,fasta,py,True,29,28.983,3.689,0,9.993587971,38.279342,9.983986139,3.834074068
run_59,DONE,fasta,py,True,30,32.7,3.706,0,8.463250875,32.672807,8.462797642,3.860757235
run_60,DONE,fasta,js,False,1,14.2,3.686,0,10.66996717,41.623894,10.67645693,3.898661682
run_61,DONE,fasta,js,False,2,16.183,3.691,0,10.43945122,38.972815000000004,10.43166423,3.736011227
run_62,DONE,fasta,js,False,3,21.04,3.684,0,9.28184104,34.687709,9.308291912,3.726538587
run_63,DONE,fasta,js,False,4,17.033,3.671,0,10.94878888,40.915791,10.94516182,3.738253597
run_64,DONE,fasta,js,False,5,17.233,3.67,0,10.93280602,40.620016,10.954808,3.707962425
run_65,DONE,fasta,js,False,6,18.567,3.665,0,10.8804009,39.799028,10.87816691,3.658615275
run_66,DONE,fasta,js,False,7,18.75,3.687,0,10.82571697,39.286587999999995,10.84850931,3.621381199
run_67,DONE,fasta,js,False,8,15.929,3.686,0,11.5825038,44.499922,11.5795114,3.842987843
run_68,DONE,fasta,js,False,9,18.033,3.67,0,10.75940895,39.183893999999995,10.75279808,3.644064932
run_69,DONE,fasta,js,False,10,18.02,3.687,0,9.062345028,33.009259,9.071409941,3.638823449
run_70,DONE,fasta,js,False,11,15.6,3.691,0,10.78250098,37.689766999999996,10.78439593,3.494842704
run_71,DONE,fasta,js,False,12,15.967,3.695,0,10.54622197,36.043972000000004,10.53058314,3.422789752
run_72,DONE,fasta,js,False,13,17.45,3.678,0,10.43044114,36.631917,10.4314177,3.511691095
run_73,DONE,fasta,js,False,14,15.967,3.667,0,10.77178311,37.471836,10.77420783,3.477920253
run_74,DONE,fasta,js,False,15,15.75,3.69,0,10.28198195,37.312573,10.27310872,3.63206254
run_75,DONE,fasta,js,False,16,17.983,3.677,0,10.32335091,36.922572,10.32689381,3.575380278
run_76,DONE,fasta,js,False,17,20.6,3.684,0,9.099025965,32.089448,9.108117819,3.523170105
run_77,DONE,fasta,js,False,18,15.867,3.693,0,10.37855268,37.029867,10.38766885,3.56479083
run_78,DONE,fasta,js,False,19,18.067,3.698,0,10.31719589,36.79135,10.29670286,3.573119523
run_79,DONE,fasta,js,False,20,17.467,3.69,0,10.39907908,37.886340999999994,10.38951373,3.646594239
run_80,DONE,fasta,js,False,21,16.1,3.692,0,10.4577601,37.269388,10.470052,3.559618221
run_81,DONE,fasta,js,False,22,16.0,3.693,0,9.761392832,34.546221,9.75560832,3.541165197
run_82,DONE,fasta,js,False,23,20.38,3.684,0,9.249403715,33.675382,9.247470856,3.641577487
run_83,DONE,fasta,js,False,24,18.017,3.673,0,10.69695783,37.107665,10.69711328,3.468941948
run_84,DONE,fasta,js,False,25,16.5,3.692,0,10.78499913,38.288645,10.79465079,3.5470017
run_85,DONE,fasta,js,False,26,15.633,3.691,0,10.36238575,37.635099,10.37905359,3.626062712
run_86,DONE,fasta,js,False,27,16.667,3.687,0,10.35547709,36.895243,10.34183693,3.567571538
run_87,DONE,fasta,js,False,28,17.6,3.675,0,10.69519281,37.537134,10.68661284,3.512538028
run_88,DONE,fasta,js,False,29,17.35,3.702,0,10.87006903,39.005679,10.85417509,3.593610603
run_89,DONE,fasta,js,False,30,16.633,3.673,0,10.62650323,38.152027,10.62653255,3.590261116
run_90,DONE,fasta,js,True,1,32.6,3.697,0,2.73348403,9.987535000000001,2.741871595,3.642597552
run_91,DONE,fasta,js,True,2,33.0,3.677,0,2.705574989,9.626704,2.677530527,3.595366616
run_92,DONE,fasta,js,True,3,35.9,3.601,0,2.17243576,8.073203,2.160918474,3.736005451
run_93,DONE,fasta,js,True,4,32.5,3.659,0,2.664793968,9.482612,2.664472818,3.558907223
run_94,DONE,fasta,js,True,5,32.9,3.663,0,2.573926926,9.299185999999999,2.560406685,3.631917618
run_95,DONE,fasta,js,True,6,34.5,3.665,0,2.257498026,8.346247,2.257001638,3.697935567
run_96,DONE,fasta,js,True,7,36.8,3.665,0,2.729994059,9.88007,2.734003305,3.613774009
run_97,DONE,fasta,js,True,8,33.3,3.666,0,2.618356228,9.833496,2.638702869,3.726640011
run_98,DONE,fasta,js,True,9,34.5,3.668,0,2.623472214,9.574088999999999,2.644776106,3.619999733
run_99,DONE,fasta,js,True,10,33.3,3.667,0,2.316960096,8.580651,2.330307484,3.682196802
run_100,DONE,fasta,js,True,11,32.5,3.656,0,2.62105608,9.481057,2.641559362,3.589189281
run_101,DONE,fasta,js,True,12,33.0,3.661,0,2.554507971,9.192879,2.558644772,3.592870258
run_102,DONE,fasta,js,True,13,33.3,3.66,0,2.324625015,8.572313,2.325651884,3.685983054
run_103,DONE,fasta,js,True,14,32.2,3.662,0,2.200997829,8.204558,2.204553604,3.721641215
run_104,DONE,fasta,js,True,15,32.6,3.664,0,2.24787879,8.4014,2.247950554,3.737359836
run_105,DONE,fasta,js,True,16,33.3,3.673,0,2.341295719,8.998835,2.346601009,3.834838171
run_106,DONE,fasta,js,True,17,32.6,3.666,0,2.298590899,8.588552,2.30360961,3.728301722
run_107,DONE,fasta,js,True,18,32.2,3.66,0,2.594766855,9.348694,2.590753078,3.608485309
run_108,DONE,fasta,js,True,19,32.6,3.659,0,2.321289778,8.492645999999999,2.312075853,3.673169376
run_109,DONE,fasta,js,True,20,33.3,3.663,0,2.334402084,8.584127,2.334161043,3.677606974
run_110,DONE,fasta,js,True,21,33.3,3.658,0,2.558721066,9.173195999999999,2.554308176,3.591264343
run_111,DONE,fasta,js,True,22,32.9,3.655,0,2.185354948,8.283290000000001,2.195894241,3.772171491
run_112,DONE,fasta,js,True,23,31.8,3.667,0,2.366761208,8.750392,2.389776707,3.661593783
run_113,DONE,fasta,js,True,24,32.2,3.671,0,2.5995121,9.3115,2.613281727,3.563144515
run_114,DONE,fasta,js,True,25,33.0,3.666,0,2.29414773,8.658344999999999,2.286737442,3.786331012
run_115,DONE,fasta,js,True,26,32.5,3.661,0,2.347205162,8.643032999999999,2.354521513,3.670823396
run_116,DONE,fasta,js,True,27,33.3,3.666,0,2.697053909,9.62448,2.70967865,3.551889672
run_117,DONE,fasta,js,True,28,32.6,3.667,0,2.628670931,9.452582,2.645869255,3.572580777
run_118,DONE,fasta,js,True,29,32.6,3.665,0,2.634641171,9.290401000000001,2.637828588,3.521988264
run_119,DONE,fasta,js,True,30,33.0,3.666,0,2.62488699,9.403596,2.633604765,3.570617711
run_120,DONE,fasta,cpp,False,1,8.1,3.6,0,2.438539028,8.650654000000001,2.440864086,3.544094793
run_121,DONE,fasta,cpp,False,2,6.0,3.604,0,2.598688126,9.115473000000001,2.594387531,3.513535663
run_122,DONE,fasta,cpp,False,3,7.1,3.608,0,2.311131001,8.395338,2.292726994,3.661726054
run_123,DONE,fasta,cpp,False,4,7.1,3.609,0,2.617533922,9.114888,2.616824389,3.483186765
run_124,DONE,fasta,cpp,False,5,7.0,3.6,0,2.339880228,8.419888,2.338494062,3.600560099
run_125,DONE,fasta,cpp,False,6,9.3,3.603,0,2.608748198,9.118894000000001,2.609232426,3.494856907
run_126,DONE,fasta,cpp,False,7,6.0,3.599,0,2.702805996,9.496440999999999,2.716414213,3.49594724
run_127,DONE,fasta,cpp,False,8,11.8,3.601,0,2.56329608,9.305462,2.561934471,3.632201352
run_128,DONE,fasta,cpp,False,9,8.1,3.605,0,2.35632205,8.633752,2.364468336,3.651455848
run_129,DONE,fasta,cpp,False,10,6.0,3.606,0,2.616995096,9.095788,2.600327015,3.497939946
run_130,DONE,fasta,cpp,False,11,9.3,3.603,0,2.230122089,8.178467999999999,2.233099222,3.662384334
run_131,DONE,fasta,cpp,False,12,8.3,3.603,0,2.718852043,9.500642000000001,2.736223936,3.472172643
run_132,DONE,fasta,cpp,False,13,8.2,3.601,0,2.356547832,8.272723,2.345716476,3.526736071
run_133,DONE,fasta,cpp,False,14,8.2,3.611,0,2.368954182,8.487065,2.359065771,3.597638277
run_134,DONE,fasta,cpp,False,15,7.1,3.608,0,2.32262826,8.481979,2.327591658,3.644101113
run_135,DONE,fasta,cpp,False,16,8.1,3.605,0,2.605780125,9.290187,2.593563795,3.582016157
run_136,DONE,fasta,cpp,False,17,6.0,3.601,0,2.29647994,8.334099,2.307604074,3.611581029
run_137,DONE,fasta,cpp,False,18,7.1,3.606,0,2.628942013,9.268204,2.636704445,3.515071383
run_138,DONE,fasta,cpp,False,19,7.1,3.606,0,2.636579037,9.341258999999999,2.631244898,3.550129246
run_139,DONE,fasta,cpp,False,20,8.2,3.604,0,2.612365007,9.24087,2.581008673,3.58033298
run_140,DONE,fasta,cpp,False,21,7.1,3.605,0,2.321941853,8.377261,2.310841322,3.625199736
run_141,DONE,fasta,cpp,False,22,7.1,3.605,0,2.606810093,9.151886999999999,2.606221914,3.511553284
run_142,DONE,fasta,cpp,False,23,8.2,3.604,0,2.428381205,9.042654,2.426344633,3.726862956
run_143,DONE,fasta,cpp,False,24,9.5,3.601,0,2.505446911,8.88395,2.490209579,3.567550998
run_144,DONE,fasta,cpp,False,25,7.1,3.602,0,2.620229006,9.137618,2.604282141,3.508689733
run_145,DONE,fasta,cpp,False,26,6.0,3.601,0,2.614687204,9.182097,2.62972784,3.491653044
run_146,DONE,fasta,cpp,False,27,7.1,3.608,0,2.61739397,9.396556,2.615702868,3.59236379
run_147,DONE,fasta,cpp,False,28,8.2,3.602,0,2.419164181,8.742503000000001,2.409985781,3.627616068
run_148,DONE,fasta,cpp,False,29,7.0,3.606,0,2.321161985,8.427934,2.31409049,3.642006923
run_149,DONE,fasta,cpp,False,30,7.1,3.607,0,2.29316926,8.230167999999999,2.281114817,3.607958645
run_150,DONE,fasta,cpp,True,1,26.271,3.616,0,11.89746714,44.468804,11.88129759,3.742756487
run_151,DONE,fasta,cpp,True,2,27.357,3.614,0,12.06473017,43.671933,12.0623498,3.620516184
run_152,DONE,fasta,cpp,True,3,24.167,3.621,0,11.02242208,41.710589,11.01181722,3.787802545
run_153,DONE,fasta,cpp,True,4,26.386,3.62,0,12.47666311,45.970247,12.47085738,3.68621385
run_154,DONE,fasta,cpp,True,5,22.633,3.615,0,10.90872002,40.394813,10.92052984,3.698979224
run_155,DONE,fasta,cpp,True,6,21.9,3.619,0,11.87038326,44.754092,11.86913133,3.770629112
run_156,DONE,fasta,cpp,True,7,22.643,3.621,0,12.15176105,44.853573,12.17042685,3.685456059
run_157,DONE,fasta,cpp,True,8,29.071,3.615,0,12.28064108,44.26028,12.30952168,3.595613306
run_158,DONE,fasta,cpp,True,9,31.217,3.625,0,10.64040399,39.540053,10.64688897,3.713765884
run_159,DONE,fasta,cpp,True,10,28.871,3.613,0,12.40508604,45.961132,12.38835311,3.710027614
run_160,DONE,fasta,cpp,True,11,29.383,3.625,0,10.73439312,39.597947000000005,10.72974372,3.690483914
run_161,DONE,fasta,cpp,True,12,24.086,3.608,0,11.85132217,44.77136,11.83341527,3.783468975
run_162,DONE,fasta,cpp,True,13,27.329,3.625,0,12.46940279,48.595147,12.48165512,3.893325533
run_163,DONE,fasta,cpp,True,14,24.414,3.619,0,12.46439004,46.675434,12.44199395,3.75144323
run_164,DONE,fasta,cpp,True,15,30.1,3.623,0,12.40419674,46.311246,12.40241051,3.734052
run_165,DONE,fasta,cpp,True,16,28.786,3.62,0,12.45585203,46.681006,12.47593904,3.741682742
run_166,DONE,fasta,cpp,True,17,24.943,3.616,0,12.2755022,46.257464,12.28959656,3.763952981
run_167,DONE,fasta,cpp,True,18,28.1,3.621,0,12.33087015,45.92714,12.32628226,3.725952284
run_168,DONE,fasta,cpp,True,19,25.129,3.625,0,12.46666384,48.046703,12.47957206,3.850028126
run_169,DONE,fasta,cpp,True,20,27.743,3.63,0,12.29415488,47.9237,12.2873354,3.900251634
run_170,DONE,fasta,cpp,True,21,27.086,3.625,0,12.68922305,49.322475999999995,12.68429875,3.888466903
run_171,DONE,fasta,cpp,True,22,27.557,3.62,0,12.46369028,48.256552,12.47644162,3.867813689
run_172,DONE,fasta,cpp,True,23,28.443,3.622,0,12.41808105,48.310762,12.42183185,3.889181739
run_173,DONE,fasta,cpp,True,24,29.529,3.618,0,12.4933691,48.348449,12.49774051,3.868575181
run_174,DONE,fasta,cpp,True,25,28.857,3.623,0,12.11214471,46.727215,12.12266803,3.854532264
run_175,DONE,fasta,cpp,True,26,27.7,3.623,0,12.47976089,49.247445,12.4852128,3.944461834
run_176,DONE,fasta,cpp,True,27,27.843,3.617,0,12.40602326,47.707574,12.41265583,3.843462267
run_177,DONE,fasta,cpp,True,28,27.05,3.624,0,13.53698778,52.089805000000005,13.53498769,3.848529925
run_178,DONE,fasta,cpp,True,29,26.343,3.634,0,12.32728004,48.327017,12.32659984,3.920547226
run_179,DONE,fasta,cpp,True,30,29.086,3.632,0,12.02381325,45.306435,12.04449177,3.761589569
run_180,DONE,fasta,java,False,1,16.4,3.619,0,2.661911964,10.461538,2.664234638,3.92665784
run_181,DONE,fasta,java,False,2,78.0,3.603,0,2.626606226,10.223566,2.6307199,3.886223655
run_182,DONE,fasta,java,False,3,32.6,3.693,0,2.668259144,10.129424,2.673597574,3.788686903
run_183,DONE,fasta,java,False,4,33.3,3.694,0,2.692089319,10.413799,2.637192965,3.948819407
run_184,DONE,fasta,java,False,5,33.3,3.698,0,2.630228996,9.992694,2.622081757,3.810977108
run_185,DONE,fasta,java,False,6,32.6,3.691,0,2.735281944,10.316952,2.726929188,3.783358911
run_186,DONE,fasta,java,False,7,33.3,3.685,0,2.586436987,9.967794,2.585834503,3.854768755
run_187,DONE,fasta,java,False,8,33.3,3.693,0,2.735939264,10.647993999999999,2.738660812,3.888029581
run_188,DONE,fasta,java,False,9,32.9,3.693,0,2.72520709,10.436564,2.721619129,3.834689309
run_189,DONE,fasta,java,False,10,32.1,3.713,0,2.656213045,10.162999000000001,2.665302515,3.813075198
run_190,DONE,fasta,java,False,11,32.6,3.683,0,2.391700983,9.208425,2.39380765,3.846768829
run_191,DONE,fasta,java,False,12,32.5,3.695,0,2.703639984,10.231879,2.659390211,3.847453205
run_192,DONE,fasta,java,False,13,33.7,3.736,0,2.844125032,10.869978000000001,2.867502213,3.790748008
run_193,DONE,fasta,java,False,14,35.9,3.793,0,2.197057009,8.544507,2.20510006,3.874884254
run_194,DONE,fasta,java,False,15,32.5,3.695,0,2.623665094,9.999599,2.623781443,3.811140061
run_195,DONE,fasta,java,False,16,33.0,3.697,0,2.408253193,9.595791,2.411345959,3.979433546
run_196,DONE,fasta,java,False,17,33.3,3.704,0,2.608446836,10.109205,2.603224993,3.883339082
run_197,DONE,fasta,java,False,18,33.3,3.698,0,2.632190228,10.058878,2.628666639,3.826608475
run_198,DONE,fasta,java,False,19,33.3,3.695,0,2.725677013,10.341514,2.720235348,3.801698317
run_199,DONE,fasta,java,False,20,34.1,3.697,0,2.746883154,10.444578,2.754743099,3.791488782
run_200,DONE,fasta,java,False,21,33.0,3.689,0,2.820709944,11.06237,2.809967756,3.936831584
run_201,DONE,fasta,java,False,22,34.1,3.694,0,2.668305874,10.230798,2.671968699,3.828936295
run_202,DONE,fasta,java,False,23,34.1,3.691,0,2.679177999,10.200409,2.684017181,3.800426127
run_203,DONE,fasta,java,False,24,32.5,3.7,0,2.68302393,10.369375999999999,2.693952799,3.849130418
run_204,DONE,fasta,java,False,25,31.8,3.688,0,2.72191,10.410553,2.728956461,3.81484753
run_205,DONE,fasta,java,False,26,39.0,3.617,0,2.306406975,8.960901,2.298594713,3.898425712
run_206,DONE,fasta,java,False,27,33.0,3.692,0,2.637531042,10.211106,2.639650106,3.868355997
run_207,DONE,fasta,java,False,28,34.1,3.691,0,2.330180883,9.18675,2.331408262,3.940429388
run_208,DONE,fasta,java,False,29,31.0,3.673,0,2.243089914,8.963748,2.241457462,3.999071247
run_209,DONE,fasta,java,False,30,51.5,3.601,0,2.655795813,10.289876999999999,2.64747715,3.88667269
run_210,DONE,fasta,java,True,1,32.1,3.703,0,2.525341272,9.606224,2.526961565,3.801491897
run_211,DONE,fasta,java,True,2,33.3,3.684,0,2.583649874,9.849715,2.589200735,3.804152585
run_212,DONE,fasta,java,True,3,32.6,3.696,0,2.339784861,9.076113,2.33947134,3.879557037
run_213,DONE,fasta,java,True,4,20.2,3.6,0,2.689757109,10.153729,2.669677258,3.803354493
run_214,DONE,fasta,java,True,5,32.5,3.697,0,2.348196983,8.984395,2.333797216,3.849689756
run_215,DONE,fasta,java,True,6,33.3,3.69,0,2.62686491,9.916086,2.616712093,3.789521379
run_216,DONE,fasta,java,True,7,35.6,3.6,0,2.579391003,9.918083,2.581125975,3.842541412
run_217,DONE,fasta,java,True,8,32.6,3.697,0,2.655210018,10.232168999999999,2.65439415,3.854803743
run_218,DONE,fasta,java,True,9,34.1,3.702,0,2.610002995,9.929815,2.603545189,3.81395915
run_219,DONE,fasta,java,True,10,33.0,3.693,0,2.63470602,9.887509,2.63394928,3.753872119
run_220,DONE,fasta,java,True,11,33.0,3.693,0,2.613716841,9.865352000000001,2.621001482,3.763962709
run_221,DONE,fasta,java,True,12,34.8,3.685,0,2.712505817,10.308621,2.703648329,3.812855711
run_222,DONE,fasta,java,True,13,33.3,3.689,0,2.289631844,8.884064,2.311568022,3.843306197
run_223,DONE,fasta,java,True,14,32.6,3.689,0,2.351613045,9.210842,2.350541353,3.918604694
run_224,DONE,fasta,java,True,15,33.0,3.691,0,2.700762749,10.177638,2.684498787,3.791261879
run_225,DONE,fasta,java,True,16,32.6,3.672,0,2.580342054,9.684801,2.578342199,3.756212602
run_226,DONE,fasta,java,True,17,32.5,3.698,0,2.370925665,9.168747999999999,2.375416994,3.859847688
run_227,DONE,fasta,java,True,18,33.3,3.691,0,2.603871107,9.896538,2.620502234,3.776580513
run_228,DONE,fasta,java,True,19,32.5,3.7,0,2.725436926,10.236118000000001,2.705571413,3.783348109
run_229,DONE,fasta,java,True,20,32.2,3.694,0,2.629569054,10.015867,2.652126551,3.776541819
run_230,DONE,fasta,java,True,21,32.5,3.69,0,2.608922243,10.02504,2.5952878,3.862785465
run_231,DONE,fasta,java,True,22,41.1,3.622,0,2.320512056,9.147955,2.31740737,3.947495229
run_232,DONE,fasta,java,True,23,33.3,3.694,0,2.612643242,9.921467,2.611657143,3.798916478
run_233,DONE,fasta,java,True,24,33.3,3.692,0,2.724035263,10.210468,2.721072674,3.75236878
run_234,DONE,fasta,java,True,25,32.6,3.674,0,2.606104851,9.704812,2.617410898,3.707790855
run_235,DONE,fasta,java,True,26,33.3,3.687,0,2.629691124,9.898834,2.631709576,3.761370233
run_236,DONE,fasta,java,True,27,32.6,3.697,0,2.418642998,9.171083,2.412935495,3.800799078
run_237,DONE,fasta,java,True,28,32.6,3.693,0,2.691792011,10.265837,2.70123601,3.800422255
run_238,DONE,fasta,java,True,29,32.2,3.702,0,2.613999844,9.747753,2.586789608,3.768281924
run_239,DONE,fasta,java,True,30,34.1,3.673,0,2.274677992,8.702287,2.270603657,3.832587238
run_240,DONE,fasta,c,False,1,10.5,3.611,0,2.267529011,8.776829,2.298403978,3.818662345
run_241,DONE,fasta,c,False,2,10.2,3.616,0,2.613350868,9.687090000000001,2.61142683,3.709500647
run_242,DONE,fasta,c,False,3,8.2,3.618,0,2.712579727,10.049555999999999,2.705927134,3.713904923
run_243,DONE,fasta,c,False,4,12.6,3.615,0,2.582750082,9.705047,2.579994678,3.761653971
run_244,DONE,fasta,c,False,5,8.1,3.614,0,2.359428883,9.153354,2.361247778,3.876490072
run_245,DONE,fasta,c,False,6,5.9,3.614,0,2.73180604,10.106013,2.736573219,3.692944523
run_246,DONE,fasta,c,False,7,10.6,3.615,0,2.661813021,9.787239999999999,2.658977509,3.680828503
run_247,DONE,fasta,c,False,8,7.1,3.605,0,2.276793003,8.611716,2.281964779,3.773816331
run_248,DONE,fasta,c,False,9,7.0,3.605,0,2.413900137,9.173961,2.439913273,3.759953659
run_249,DONE,fasta,c,False,10,8.0,3.608,0,2.708411932,10.001993,2.72042799,3.676624717
run_250,DONE,fasta,c,False,11,9.1,3.615,0,2.418485165,9.134677,2.439847946,3.743953197
run_251,DONE,fasta,c,False,12,38.2,3.803,0,2.210172176,8.336231,2.189029217,3.808186185
run_252,DONE,fasta,c,False,13,7.0,3.609,0,2.414923906,10.39192,2.409336805,4.313186884
run_253,DONE,fasta,c,False,14,8.0,3.606,0,2.620890141,10.315249,2.190895319,4.708234584
run_254,DONE,fasta,c,False,15,7.0,3.608,0,2.644771099,9.914699,2.645179033,3.748214825
run_255,DONE,fasta,c,False,16,7.0,3.604,0,2.60202527,9.826089,2.623692513,3.745137401
run_256,DONE,fasta,c,False,17,29.9,3.612,0,2.304053783,8.929721,2.301241636,3.880392409
run_257,DONE,fasta,c,False,18,7.0,3.605,0,2.649688721,10.040525,2.660179853,3.774378387
run_258,DONE,fasta,c,False,19,8.0,3.601,0,2.7048769,10.165591,2.722952604,3.733296932
run_259,DONE,fasta,c,False,20,7.1,3.604,0,2.322588205,8.843735,2.331575871,3.793028854
run_260,DONE,fasta,c,False,21,8.2,3.611,0,2.40005827,9.264757,2.424997568,3.820522298
run_261,DONE,fasta,c,False,22,5.9,3.61,0,2.313893795,9.032986,2.316477537,3.899448943
run_262,DONE,fasta,c,False,23,7.1,3.611,0,2.726465702,9.982624000000001,2.708025932,3.686310296
run_263,DONE,fasta,c,False,24,11.0,3.618,0,2.589374065,9.697686000000001,2.582506418,3.755145133
run_264,DONE,fasta,c,False,25,7.0,3.616,0,2.62515378,9.812718,2.611578703,3.757389533
run_265,DONE,fasta,c,False,26,9.2,3.611,0,2.653351784,9.936034,2.658230305,3.737837935
run_266,DONE,fasta,c,False,27,7.0,3.616,0,2.574231148,9.528033,2.581693172,3.69061395
run_267,DONE,fasta,c,False,28,7.1,3.607,0,2.647519827,9.883983,2.660057068,3.715703399
run_268,DONE,fasta,c,False,29,8.1,3.609,0,2.275607109,8.703459,2.283397198,3.811627272
run_269,DONE,fasta,c,False,30,9.4,3.61,0,2.23583293,8.781694,2.221887589,3.952357502
run_270,DONE,fasta,c,True,1,10.0,3.618,0,2.629776001,9.509609000000001,2.628163815,3.61834708
run_271,DONE,fasta,c,True,2,9.2,3.609,0,2.626371145,9.47135,2.613328218,3.624248249
run_272,DONE,fasta,c,True,3,11.5,3.617,0,2.233299017,8.012836,2.19092083,3.657291476
run_273,DONE,fasta,c,True,4,7.0,3.614,0,2.540103912,8.900295000000002,2.533731937,3.512721569
run_274,DONE,fasta,c,True,5,7.2,3.613,0,2.680664063,9.549184,2.657822609,3.592859969
run_275,DONE,fasta,c,True,6,35.9,3.619,0,2.197331905,7.972843999999999,2.188399792,3.643230122
run_276,DONE,fasta,c,True,7,8.1,3.61,0,2.32601285,8.554958999999998,2.317918301,3.690794211
run_277,DONE,fasta,c,True,8,7.1,3.611,0,2.566849947,9.238675,2.588866234,3.568618105
run_278,DONE,fasta,c,True,9,6.0,3.61,0,2.25050211,8.110138,2.231682777,3.63409082
run_279,DONE,fasta,c,True,10,8.2,3.615,0,2.643247128,9.324100999999999,2.649356365,3.519383371
run_280,DONE,fasta,c,True,11,8.2,3.619,0,2.616381884,9.16624,2.616115093,3.503760044
run_281,DONE,fasta,c,True,12,7.1,3.616,0,2.298949003,8.436866,2.286878586,3.689249735
run_282,DONE,fasta,c,True,13,9.3,3.616,0,2.577196836,9.035615,2.577475071,3.505607324
run_283,DONE,fasta,c,True,14,10.0,3.607,0,2.354850054,8.478301,2.362508535,3.588685872
run_284,DONE,fasta,c,True,15,8.1,3.62,0,2.216277122,8.188994,2.227055073,3.677050633
